item_name,base_price,freshness,days_old,stock,demand_score,market_noise,time_of_day,season,is_weekend,dynamic_price,price_change,scenario,created_at
banana,40,100.0,0,74,2.23,1.1,morning,monsoon,True,58.0,18.0,weekend_peak_demand,2026-05-12T18:22:38.306770
carrot,35,90.0,1,79,1.71,0.96,evening,summer,True,49.74,14.74,normal_market,2026-05-09T13:22:38.306783
onion,25,92.0,2,11,1.62,1.01,afternoon,monsoon,False,36.25,11.25,scarcity_price_surge,2026-05-12T09:22:38.306795
tomato,30,28.0,4,46,0.81,1.12,morning,monsoon,False,27.32,-2.68,normal_market,2026-05-10T16:22:38.306807
banana,40,88.0,1,109,1.77,0.87,morning,monsoon,True,41.16,1.16,weekend_peak_demand,2026-05-10T22:22:38.306820
mango,150,25.0,5,64,0.66,1.0,morning,winter,False,95.47,-54.53,normal_market,2026-05-12T22:22:38.306851
cabbage,28,68.0,4,108,1.25,0.92,afternoon,monsoon,True,22.16,-5.84,normal_market,2026-05-11T16:22:38.306864
banana,40,88.0,1,74,1.43,1.06,afternoon,monsoon,True,53.42,13.42,normal_market,2026-05-11T08:22:38.306876
mango,150,55.0,3,53,0.98,1.19,morning,monsoon,False,164.88,14.88,temporary_market_spike,2026-05-10T18:22:38.306888
banana,40,64.0,3,22,1.74,0.82,morning,monsoon,True,39.9,-0.1,weekend_peak_demand,2026-05-12T04:22:38.306901
apple,120,85.0,3,72,1.67,0.96,afternoon,winter,True,151.5,31.5,normal_market,2026-05-12T05:22:38.306913
banana,40,88.0,1,19,1.33,0.86,afternoon,summer,True,48.52,8.52,normal_market,2026-05-09T10:22:38.306925
banana,40,40.0,5,38,0.79,1.03,afternoon,monsoon,False,30.11,-9.89,normal_market,2026-05-10T16:22:38.306936
onion,25,100.0,0,12,1.39,1.12,evening,summer,False,36.25,11.25,normal_market,2026-05-13T06:22:38.306948
apple,120,75.0,5,60,1.46,1.05,morning,monsoon,False,154.32,34.32,normal_market,2026-05-09T15:22:38.306959
cabbage,28,60.0,5,29,1.16,1.13,evening,winter,False,38.88,10.88,normal_market,2026-05-10T11:22:38.306972
apple,120,70.0,6,18,1.39,1.08,morning,winter,False,173.05,53.05,normal_market,2026-05-09T22:22:38.306984
onion,25,100.0,0,89,1.54,1.1,afternoon,summer,False,31.44,6.44,normal_market,2026-05-10T03:22:38.306996
potato,20,94.0,2,58,1.39,0.91,afternoon,monsoon,False,23.54,3.54,normal_market,2026-05-09T08:22:38.307008
potato,20,88.0,4,28,1.47,1.0,afternoon,monsoon,False,25.47,5.47,normal_market,2026-05-11T11:22:38.307020
tomato,30,100.0,0,21,2.04,1.01,morning,summer,True,43.5,13.5,weekend_peak_demand,2026-05-11T12:22:38.307032
apple,120,100.0,0,120,1.69,0.94,afternoon,summer,False,133.97,13.97,normal_market,2026-05-09T08:22:38.307045
carrot,35,40.0,6,10,1.17,1.12,evening,winter,False,47.1,12.1,normal_market,2026-05-10T01:22:38.307060
cabbage,28,92.0,1,78,2.12,0.9,morning,winter,True,40.6,12.6,weekend_peak_demand,2026-05-10T18:22:38.307073
potato,20,100.0,0,46,1.74,0.96,morning,summer,False,29.0,9.0,normal_market,2026-05-10T20:22:38.307086
apple,120,75.0,5,28,1.33,1.01,morning,monsoon,True,143.36,23.36,weekend_peak_demand,2026-05-09T19:22:38.307097
apple,120,100.0,0,33,1.27,1.02,afternoon,summer,True,158.78,38.78,normal_market,2026-05-10T19:22:38.307114
onion,25,76.0,6,51,1.17,0.97,morning,summer,True,27.62,2.62,weekend_peak_demand,2026-05-09T07:22:38.307126
potato,20,100.0,0,74,1.59,1.07,afternoon,summer,False,29.0,9.0,normal_market,2026-05-12T13:22:38.307139
onion,25,96.0,1,73,1.61,0.96,evening,monsoon,False,35.94,10.94,normal_market,2026-05-10T16:22:38.307151
onion,25,96.0,1,52,1.46,1.05,afternoon,winter,True,35.01,10.01,normal_market,2026-05-09T19:22:38.307163
cabbage,28,92.0,1,108,1.41,0.95,afternoon,summer,True,28.02,0.02,normal_market,2026-05-12T19:22:38.307176
potato,20,94.0,2,101,1.51,1.1,morning,summer,False,25.29,5.29,normal_market,2026-05-11T04:22:38.307192
mango,150,55.0,3,104,1.54,1.16,evening,summer,False,186.99,36.99,normal_market,2026-05-12T02:22:38.307218
mango,150,70.0,2,100,1.46,1.13,evening,summer,False,199.56,49.56,normal_market,2026-05-12T06:22:38.307248
banana,40,40.0,5,51,0.86,1.0,evening,monsoon,True,32.28,-7.72,normal_market,2026-05-12T12:22:38.307265
tomato,30,10.0,5,27,0.41,0.98,evening,winter,True,14.9,-15.1,clearance_low_freshness,2026-05-09T22:22:38.307281
mango,150,55.0,3,106,1.41,1.26,afternoon,monsoon,False,154.03,4.03,temporary_market_spike,2026-05-11T05:22:38.307294
banana,40,64.0,3,16,1.42,0.99,afternoon,monsoon,True,48.61,8.61,normal_market,2026-05-11T15:22:38.307309
cabbage,28,76.0,3,89,1.85,1.1,afternoon,winter,True,38.6,10.6,normal_market,2026-05-13T04:22:38.307323
potato,20,82.0,6,14,1.79,1.09,evening,winter,True,29.0,9.0,scarcity_price_surge,2026-05-12T04:22:38.307336
potato,20,85.0,5,58,1.31,0.91,morning,winter,True,22.87,2.87,weekend_peak_demand,2026-05-13T02:22:38.307349
tomato,30,28.0,4,106,0.54,0.82,evening,winter,False,13.5,-16.5,waste_prevention_discount,2026-05-09T21:22:38.307363
mango,150,70.0,2,80,1.16,1.27,morning,monsoon,False,207.53,57.53,temporary_market_spike,2026-05-09T20:22:38.307377
potato,20,82.0,6,53,1.34,1.05,morning,winter,False,26.1,6.1,normal_market,2026-05-10T16:22:38.307390
banana,40,40.0,5,101,0.78,1.1,afternoon,summer,False,26.29,-13.71,normal_market,2026-05-10T23:22:38.307404
tomato,30,10.0,5,109,0.57,0.84,evening,summer,True,13.5,-16.5,waste_prevention_discount,2026-05-09T22:22:38.307417
banana,40,64.0,3,91,1.09,1.1,evening,winter,False,37.94,-2.06,normal_market,2026-05-12T03:22:38.307430
carrot,35,80.0,2,12,1.2,0.99,evening,monsoon,True,48.35,13.35,normal_market,2026-05-09T18:22:38.307441
potato,20,88.0,4,5,1.29,0.95,morning,summer,True,27.83,7.83,weekend_peak_demand,2026-05-11T13:22:38.307454
cabbage,28,84.0,2,79,1.97,0.9,evening,winter,True,40.6,12.6,normal_market,2026-05-09T18:22:38.307468
tomato,30,28.0,4,104,0.63,0.94,evening,winter,True,15.45,-14.55,waste_prevention_discount,2026-05-11T03:22:38.307480
onion,25,92.0,2,97,1.46,0.88,afternoon,monsoon,False,23.49,-1.51,normal_market,2026-05-12T18:22:38.307492
tomato,30,28.0,4,79,0.63,0.91,evening,summer,True,18.24,-11.76,waste_prevention_discount,2026-05-12T14:22:38.307505
mango,150,10.0,6,115,0.55,1.03,afternoon,winter,True,67.5,-82.5,waste_prevention_discount,2026-05-11T10:22:38.307518
potato,20,97.0,1,104,1.43,0.9,morning,winter,True,20.63,0.63,weekend_peak_demand,2026-05-12T10:22:38.307531
onion,25,88.0,3,70,1.25,0.88,morning,winter,False,27.71,2.71,normal_market,2026-05-09T18:22:38.307543
banana,40,52.0,4,92,1.13,1.0,morning,summer,False,30.92,-9.08,normal_market,2026-05-10T22:22:38.307555
mango,150,100.0,0,50,1.78,1.13,morning,winter,True,217.5,67.5,weekend_peak_demand,2026-05-10T17:22:38.307567
carrot,35,100.0,0,63,2.18,0.9,morning,summer,True,50.75,15.75,weekend_peak_demand,2026-05-11T08:22:38.307579
cabbage,28,92.0,1,11,1.42,1.13,evening,monsoon,True,40.6,12.6,normal_market,2026-05-10T13:22:38.307592
mango,150,55.0,3,74,1.37,1.11,afternoon,monsoon,False,163.71,13.71,normal_market,2026-05-11T15:22:38.307604
apple,120,75.0,5,23,1.28,0.9,evening,summer,False,129.6,9.6,normal_market,2026-05-12T00:22:38.307617
banana,40,52.0,4,87,1.35,1.12,afternoon,winter,True,35.07,-4.93,normal_market,2026-05-11T23:22:38.307643
tomato,30,10.0,5,75,0.57,0.97,morning,monsoon,False,17.9,-12.1,waste_prevention_discount,2026-05-09T06:22:38.307656
cabbage,28,52.0,6,18,1.46,0.98,morning,winter,False,38.44,10.44,normal_market,2026-05-12T19:22:38.307668
tomato,30,64.0,2,6,1.14,0.86,morning,summer,False,30.77,0.77,normal_market,2026-05-10T02:22:38.307680
mango,150,100.0,0,107,1.95,0.78,evening,summer,False,188.53,38.53,normal_market,2026-05-09T11:22:38.307693
mango,150,85.0,1,103,2.6,0.87,afternoon,summer,True,204.64,54.64,normal_market,2026-05-10T00:22:38.307706
cabbage,28,60.0,5,14,1.08,0.86,morning,monsoon,True,27.39,-0.61,weekend_peak_demand,2026-05-12T11:22:38.307719
carrot,35,50.0,5,63,1.17,0.9,morning,winter,False,34.87,-0.13,normal_market,2026-05-12T07:22:38.307736
cabbage,28,92.0,1,60,1.62,0.95,evening,summer,True,38.98,10.98,normal_market,2026-05-09T18:22:38.307757
cabbage,28,100.0,0,48,1.7,1.08,evening,winter,True,40.6,12.6,normal_market,2026-05-10T19:22:38.307777
onion,25,84.0,4,100,1.2,0.89,afternoon,summer,False,21.04,-3.96,normal_market,2026-05-12T00:22:38.307799
banana,40,100.0,0,116,1.63,0.97,afternoon,winter,False,45.4,5.4,normal_market,2026-05-11T22:22:38.307819
potato,20,82.0,6,9,1.34,1.1,morning,summer,False,29.0,9.0,normal_market,2026-05-13T04:22:38.307832
banana,40,100.0,0,75,1.42,1.07,evening,summer,True,58.0,18.0,normal_market,2026-05-11T10:22:38.307843
cabbage,28,92.0,1,42,1.86,1.01,morning,winter,True,40.6,12.6,weekend_peak_demand,2026-05-11T18:22:38.307856
apple,120,70.0,6,33,1.17,1.08,evening,winter,True,145.64,25.64,normal_market,2026-05-10T04:22:38.307870
carrot,35,100.0,0,50,1.92,1.1,afternoon,winter,True,50.75,15.75,normal_market,2026-05-11T06:22:38.307882
apple,120,70.0,6,51,1.36,0.92,evening,summer,False,130.79,10.79,normal_market,2026-05-12T10:22:38.307895
mango,150,25.0,5,35,0.64,1.06,evening,winter,False,103.39,-46.61,normal_market,2026-05-09T07:22:38.307908
onion,25,80.0,5,44,1.31,1.05,evening,winter,False,32.85,7.85,normal_market,2026-05-09T08:22:38.307937
onion,25,88.0,3,113,1.52,1.1,evening,monsoon,False,31.42,6.42,normal_market,2026-05-10T22:22:38.307960
apple,120,85.0,3,67,1.63,1.09,afternoon,summer,True,170.3,50.3,normal_market,2026-05-09T23:22:38.307980
potato,20,85.0,5,8,1.33,1.01,morning,monsoon,True,29.0,9.0,weekend_peak_demand,2026-05-12T14:22:38.308001
banana,40,76.0,2,93,1.12,1.01,evening,winter,False,38.25,-1.75,normal_market,2026-05-12T20:22:38.308019
carrot,35,40.0,6,49,1.26,1.06,afternoon,winter,False,36.81,1.81,normal_market,2026-05-10T11:22:38.308038
tomato,30,100.0,0,10,1.79,0.98,afternoon,summer,True,43.5,13.5,scarcity_price_surge,2026-05-10T18:22:38.308060
potato,20,82.0,6,59,1.59,1.06,afternoon,summer,True,26.8,6.8,normal_market,2026-05-11T12:22:38.308073
tomato,30,82.0,1,78,1.77,0.93,afternoon,monsoon,False,43.5,13.5,normal_market,2026-05-12T02:22:38.308085
banana,40,52.0,4,38,1.14,0.98,evening,winter,True,38.11,-1.89,normal_market,2026-05-12T14:22:38.308097
apple,120,90.0,2,118,1.6,1.02,afternoon,monsoon,True,133.83,13.83,normal_market,2026-05-11T15:22:38.308108
cabbage,28,92.0,1,90,1.53,1.05,morning,monsoon,True,33.56,5.56,weekend_peak_demand,2026-05-13T03:22:38.308120
cabbage,28,68.0,4,105,1.44,1.07,afternoon,monsoon,True,27.14,-0.86,normal_market,2026-05-10T13:22:38.308132
banana,40,52.0,4,24,1.24,1.05,morning,winter,False,40.85,0.85,normal_market,2026-05-09T06:22:38.308145
cabbage,28,84.0,2,73,1.28,1.04,afternoon,summer,True,34.34,6.34,normal_market,2026-05-10T04:22:38.308158
mango,150,55.0,3,56,1.46,0.88,evening,summer,True,169.42,19.42,normal_market,2026-05-09T10:22:38.308170
cabbage,28,100.0,0,58,2.56,1.04,morning,winter,False,40.6,12.6,normal_market,2026-05-10T23:22:38.308186
onion,25,88.0,3,41,1.44,1.05,evening,summer,True,35.81,10.81,normal_market,2026-05-11T21:22:38.308208
potato,20,100.0,0,79,1.37,1.06,morning,monsoon,True,29.0,9.0,weekend_peak_demand,2026-05-12T18:22:38.308223
carrot,35,100.0,0,67,1.91,1.06,evening,winter,True,50.75,15.75,normal_market,2026-05-11T12:22:38.308234
onion,25,80.0,5,104,1.42,0.93,morning,winter,False,23.89,-1.11,normal_market,2026-05-09T14:22:38.308247
carrot,35,70.0,3,95,1.17,0.88,morning,monsoon,False,27.59,-7.41,normal_market,2026-05-10T13:22:38.308259
mango,150,25.0,5,41,0.69,0.92,morning,winter,True,88.71,-61.29,weekend_peak_demand,2026-05-10T09:22:38.308271
banana,40,64.0,3,76,1.1,1.14,morning,monsoon,False,46.75,6.75,normal_market,2026-05-09T13:22:38.308284
carrot,35,90.0,1,115,1.5,0.88,evening,monsoon,False,35.45,0.45,normal_market,2026-05-12T14:22:38.308296
mango,150,25.0,5,79,0.55,1.24,morning,monsoon,True,114.03,-35.97,waste_prevention_discount,2026-05-10T07:22:38.308308
carrot,35,60.0,4,109,1.73,1.04,morning,winter,True,41.47,6.47,weekend_peak_demand,2026-05-09T14:22:38.308320
banana,40,76.0,2,30,1.45,1.01,morning,winter,True,49.69,9.69,weekend_peak_demand,2026-05-09T16:22:38.308333
mango,150,40.0,4,39,1.02,0.71,afternoon,monsoon,False,83.57,-66.43,normal_market,2026-05-10T07:22:38.308344
onion,25,92.0,2,6,1.44,1.03,evening,summer,True,36.25,11.25,normal_market,2026-05-12T01:22:38.308356
carrot,35,40.0,6,73,1.32,1.12,morning,monsoon,True,35.19,0.19,weekend_peak_demand,2026-05-12T09:22:38.308368
apple,120,90.0,2,111,1.81,0.96,evening,monsoon,False,143.3,23.3,normal_market,2026-05-10T15:22:38.308381
tomato,30,100.0,0,94,1.83,0.95,morning,summer,True,36.78,6.78,weekend_peak_demand,2026-05-11T04:22:38.308394
tomato,30,64.0,2,99,1.25,1.25,morning,summer,False,32.9,2.9,temporary_market_spike,2026-05-10T16:22:38.308407
tomato,30,10.0,5,52,0.54,0.94,evening,summer,True,14.96,-15.04,clearance_low_freshness,2026-05-12T07:22:38.308427
apple,120,95.0,1,16,1.79,1.1,afternoon,winter,True,174.0,54.0,scarcity_price_surge,2026-05-09T11:22:38.308441
potato,20,94.0,2,77,1.59,0.92,afternoon,monsoon,False,25.08,5.08,normal_market,2026-05-10T14:22:38.308452
apple,120,100.0,0,22,1.62,1.08,evening,winter,False,174.0,54.0,normal_market,2026-05-09T22:22:38.308464
tomato,30,46.0,3,120,1.26,1.22,morning,monsoon,False,32.95,2.95,temporary_market_spike,2026-05-12T20:22:38.308475
mango,150,40.0,4,38,1.5,0.75,evening,summer,True,128.6,-21.4,normal_market,2026-05-11T19:22:38.308488
carrot,35,80.0,2,13,1.89,0.89,evening,winter,False,50.75,15.75,scarcity_price_surge,2026-05-12T06:22:38.308500
onion,25,92.0,2,66,1.28,0.92,afternoon,winter,False,28.52,3.52,normal_market,2026-05-12T21:22:38.308512
carrot,35,90.0,1,48,1.57,1.16,morning,monsoon,False,50.75,15.75,normal_market,2026-05-12T01:22:38.308524
tomato,30,100.0,0,17,1.5,0.85,evening,summer,False,43.5,13.5,normal_market,2026-05-10T02:22:38.308536
apple,120,90.0,2,7,1.62,1.03,evening,monsoon,True,174.0,54.0,scarcity_price_surge,2026-05-13T02:22:38.308547
carrot,35,90.0,1,36,1.19,0.98,afternoon,summer,False,40.97,5.97,normal_market,2026-05-10T05:22:38.308559
potato,20,82.0,6,65,1.35,0.9,afternoon,summer,True,21.36,1.36,normal_market,2026-05-10T12:22:38.308570
tomato,30,64.0,2,75,1.57,0.94,evening,monsoon,True,39.9,9.9,normal_market,2026-05-10T14:22:38.308582
banana,40,52.0,4,18,0.97,1.13,afternoon,winter,False,44.51,4.51,normal_market,2026-05-10T18:22:38.308594
banana,40,76.0,2,92,1.46,1.03,afternoon,summer,True,39.68,-0.32,normal_market,2026-05-09T07:22:38.308606
banana,40,28.0,6,52,0.56,1.12,evening,monsoon,True,29.23,-10.77,normal_market,2026-05-11T01:22:38.308625
tomato,30,64.0,2,17,1.33,0.79,evening,winter,False,30.67,0.67,normal_market,2026-05-10T06:22:38.308643
potato,20,91.0,3,21,1.47,0.91,evening,summer,True,25.5,5.5,normal_market,2026-05-11T15:22:38.308655
cabbage,28,92.0,1,5,1.49,0.89,afternoon,summer,False,37.6,9.6,normal_market,2026-05-09T20:22:38.308677
mango,150,55.0,3,34,0.96,0.85,morning,monsoon,False,117.06,-32.94,normal_market,2026-05-10T20:22:38.308696
apple,120,75.0,5,114,1.08,0.91,afternoon,summer,True,93.99,-26.01,normal_market,2026-05-12T10:22:38.308715
carrot,35,70.0,3,114,2.24,1.04,morning,winter,True,50.23,15.23,weekend_peak_demand,2026-05-12T04:22:38.308735
cabbage,28,76.0,3,92,1.29,0.88,evening,summer,True,24.48,-3.52,normal_market,2026-05-12T18:22:38.308751
apple,120,95.0,1,83,1.26,1.0,morning,monsoon,True,129.76,9.76,weekend_peak_demand,2026-05-09T18:22:38.308763
carrot,35,70.0,3,86,1.36,1.13,evening,summer,True,38.42,3.42,normal_market,2026-05-13T05:22:38.308776
potato,20,82.0,6,70,1.34,0.97,evening,winter,True,24.8,4.8,normal_market,2026-05-10T17:22:38.308788
cabbage,28,76.0,3,96,1.91,1.0,evening,winter,True,38.44,10.44,normal_market,2026-05-12T01:22:38.308800
onion,25,80.0,5,77,1.1,1.08,morning,winter,True,30.95,5.95,weekend_peak_demand,2026-05-11T05:22:38.308812
onion,25,80.0,5,45,1.41,1.12,morning,winter,True,35.0,10.0,weekend_peak_demand,2026-05-12T17:22:38.308823
apple,120,85.0,3,52,1.36,0.9,morning,monsoon,False,137.58,17.58,normal_market,2026-05-09T15:22:38.308835
potato,20,94.0,2,83,1.87,1.04,evening,summer,True,26.9,6.9,normal_market,2026-05-11T06:22:38.308848
carrot,35,90.0,1,38,1.77,1.15,morning,summer,True,50.75,15.75,weekend_peak_demand,2026-05-09T07:22:38.308866
banana,40,64.0,3,49,0.95,0.94,afternoon,summer,False,35.11,-4.89,normal_market,2026-05-09T20:22:38.308879
apple,120,80.0,4,34,1.55,1.03,morning,monsoon,False,160.27,40.27,normal_market,2026-05-11T13:22:38.308891
potato,20,85.0,5,82,1.62,1.02,evening,summer,True,23.46,3.46,normal_market,2026-05-12T16:22:38.308903
mango,150,10.0,6,20,0.5,1.24,evening,winter,False,97.33,-52.67,temporary_market_spike,2026-05-09T11:22:38.308915
carrot,35,40.0,6,109,1.23,1.09,morning,monsoon,False,27.39,-7.61,normal_market,2026-05-10T08:22:38.308928
potato,20,85.0,5,27,1.88,1.07,evening,monsoon,True,29.0,9.0,normal_market,2026-05-10T08:22:38.308941
onion,25,92.0,2,117,1.2,1.11,morning,monsoon,True,28.97,3.97,weekend_peak_demand,2026-05-11T10:22:38.308959
cabbage,28,52.0,6,89,0.98,1.12,afternoon,summer,True,22.08,-5.92,normal_market,2026-05-11T17:22:38.308979
onion,25,84.0,4,57,1.25,0.88,morning,summer,True,27.02,2.02,weekend_peak_demand,2026-05-11T14:22:38.308998
mango,150,25.0,5,53,0.77,0.93,afternoon,winter,True,87.67,-62.33,normal_market,2026-05-11T23:22:38.309016
cabbage,28,52.0,6,108,1.22,1.12,evening,monsoon,False,25.58,-2.42,normal_market,2026-05-11T23:22:38.309055
apple,120,80.0,4,11,1.24,1.07,morning,monsoon,False,174.0,54.0,normal_market,2026-05-10T19:22:38.309074
apple,120,85.0,3,74,1.43,1.09,morning,monsoon,False,169.79,49.79,normal_market,2026-05-10T21:22:38.309095
potato,20,94.0,2,39,1.34,0.96,evening,summer,False,26.46,6.46,normal_market,2026-05-10T14:22:38.309116
tomato,30,0,6,75,0.5,1.23,afternoon,monsoon,True,18.51,-11.49,waste_prevention_discount,2026-05-09T06:22:38.309139
mango,150,70.0,2,60,1.42,0.72,afternoon,winter,True,120.39,-29.61,normal_market,2026-05-10T09:22:38.309162
apple,120,70.0,6,103,1.22,1.04,morning,summer,True,113.4,-6.6,weekend_peak_demand,2026-05-12T16:22:38.309183
mango,150,10.0,6,24,0.49,0.82,evening,monsoon,False,67.5,-82.5,clearance_low_freshness,2026-05-09T07:22:38.309206
tomato,30,0,6,99,0.41,0.95,evening,monsoon,True,13.5,-16.5,waste_prevention_discount,2026-05-10T20:22:38.309228
mango,150,25.0,5,36,1.06,1.06,afternoon,summer,True,128.92,-21.08,normal_market,2026-05-11T03:22:38.309249
banana,40,52.0,4,30,1.21,1.05,evening,monsoon,True,41.66,1.66,normal_market,2026-05-09T13:22:38.309268
onion,25,80.0,5,17,1.49,0.95,morning,winter,False,34.87,9.87,normal_market,2026-05-11T10:22:38.309288
tomato,30,64.0,2,41,1.37,0.98,morning,winter,True,32.51,2.51,weekend_peak_demand,2026-05-12T16:22:38.309303
potato,20,91.0,3,5,1.72,1.06,morning,summer,True,29.0,9.0,scarcity_price_surge,2026-05-13T01:22:38.309314
potato,20,85.0,5,32,1.38,1.04,evening,monsoon,False,27.4,7.4,normal_market,2026-05-09T15:22:38.309327
tomato,30,28.0,4,86,0.69,0.86,morning,monsoon,False,16.55,-13.45,waste_prevention_discount,2026-05-09T07:22:38.309338
tomato,30,64.0,2,14,1.46,1.2,morning,summer,False,43.5,13.5,temporary_market_spike,2026-05-12T22:22:38.309350
potato,20,94.0,2,82,1.24,1.06,afternoon,winter,False,21.58,1.58,normal_market,2026-05-11T01:22:38.309363
carrot,35,90.0,1,67,2.22,1.04,evening,winter,True,50.75,15.75,normal_market,2026-05-10T14:22:38.309375
cabbage,28,68.0,4,65,1.39,0.9,evening,summer,True,29.67,1.67,normal_market,2026-05-11T17:22:38.309387
onion,25,92.0,2,82,1.19,0.97,afternoon,winter,True,24.05,-0.95,normal_market,2026-05-13T06:22:38.309399
potato,20,82.0,6,66,1.2,1.03,afternoon,winter,True,23.45,3.45,normal_market,2026-05-12T12:22:38.309411
apple,120,80.0,4,35,1.34,0.97,afternoon,winter,True,135.97,15.97,normal_market,2026-05-13T03:22:38.309422
cabbage,28,68.0,4,115,1.36,0.93,afternoon,winter,False,27.25,-0.75,normal_market,2026-05-11T14:22:38.309434
apple,120,75.0,5,107,1.56,1.03,morning,winter,True,127.41,7.41,weekend_peak_demand,2026-05-10T13:22:38.309446
apple,120,70.0,6,10,1.52,1.01,evening,monsoon,True,172.27,52.27,normal_market,2026-05-13T04:22:38.309458
onion,25,80.0,5,70,1.4,0.95,morning,winter,True,29.61,4.61,weekend_peak_demand,2026-05-10T05:22:38.309470
onion,25,76.0,6,109,1.25,1.01,morning,monsoon,True,24.12,-0.88,weekend_peak_demand,2026-05-10T07:22:38.309482
potato,20,97.0,1,92,1.75,1.08,evening,winter,False,27.63,7.63,normal_market,2026-05-10T23:22:38.309493
potato,20,88.0,4,95,1.22,1.09,afternoon,summer,True,21.27,1.27,normal_market,2026-05-10T18:22:38.309505
tomato,30,82.0,1,48,1.77,0.98,morning,summer,True,40.81,10.81,weekend_peak_demand,2026-05-13T05:22:38.309516
banana,40,28.0,6,101,0.7,0.84,evening,summer,True,18.85,-21.15,waste_prevention_discount,2026-05-10T03:22:38.309535
tomato,30,10.0,5,7,0.62,0.87,afternoon,monsoon,False,17.89,-12.11,clearance_low_freshness,2026-05-11T14:22:38.309556
onion,25,80.0,5,101,1.29,0.92,evening,monsoon,False,23.47,-1.53,normal_market,2026-05-10T20:22:38.309578
tomato,30,0,6,59,0.35,1.22,afternoon,winter,True,14.73,-15.27,temporary_market_spike,2026-05-10T06:22:38.309599
apple,120,80.0,4,101,1.79,0.97,evening,summer,True,135.17,15.17,normal_market,2026-05-10T22:22:38.309618
carrot,35,100.0,0,27,1.94,1.01,evening,summer,True,50.75,15.75,normal_market,2026-05-10T16:22:38.309654
apple,120,75.0,5,13,1.18,1.08,evening,winter,False,173.9,53.9,normal_market,2026-05-10T06:22:38.309674
